Precio,Talla,Valor,Modelo,Link,Fecha_publicacion,Tienda,Marca,Descuento_%,Tiene_44.5/45,Vendedor,SKU,Imagen,Disponible,Fecha_actualizacion
79990,s/info,47990,ZAPATILLAS HOMBRE NIKE URBANA COURT VISION LOW,https://simple.ripley.cl/zapatillas-hombre-nike-urbana-court-vision-low-2000409573332,2026-07-02,Ripley,NIKE,40,No,Ripley,2000409573332,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409573349/full_image-2000409573349,Si,2026-07-02T11:12:11
94990,s/info,56990,ZAPATILLAS HOMBRE TOMMY HILFIGER CASUALES VERDE FM0FM05573RBN,https://simple.ripley.cl/zapatillas-hombre-tommy-hilfiger-casuales-verde-fm0fm05573rbn-2000408442417,2026-07-02,Ripley,TOMMY HILFIGER,40,No,Ripley,2000408442417,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408442424/full_image-2000408442424,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS RUNNING BEIGE RESPONSE 2,https://simple.ripley.cl/zapatillas-hombre-adidas-running-beige-response-2-2000409128884,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000409128884,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409128891/full_image-2000409128891,Si,2026-07-02T11:12:11
64990,s/info,38990,ZAPATILLAS HOMBRE PUMA CASUALES MULTICOLOR RBD BREAK LOW,https://simple.ripley.cl/zapatillas-hombre-puma-casuales-multicolor-rbd-break-low-2000407449905,2026-07-02,Ripley,PUMA,40,No,Ripley,2000407449905,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000407449967/full_image-2000407449967,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS RUNNING NEGRO RESPONSE 2,https://simple.ripley.cl/zapatillas-hombre-adidas-running-negro-response-2-2000409128792,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000409128792,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409128815/full_image-2000409128815,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS RUNNING VERDE ULTRA ENERGY,https://simple.ripley.cl/zapatillas-hombre-adidas-running-verde-ultra-energy-2000402275219,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000402275219,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000402275264/full_image-2000402275264.jpg,Si,2026-07-02T11:12:11
57990,s/info,34990,ZAPATILLAS HOMBRE SKECHERS CASUAL NEGRO EDGERIDE,https://simple.ripley.cl/zapatillas-hombre-skechers-casual-negro-edgeride-2000411004886,2026-07-02,Ripley,SKECHERS,40,No,Ripley,2000411004886,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000411004893/full_image-2000411004893,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE PUMA CASUALES BLANCO SHUFFLE,https://simple.ripley.cl/zapatillas-hombre-puma-casuales-blanco-shuffle-2000410380370,2026-07-02,Ripley,PUMA,40,No,Ripley,2000410380370,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000410380493/full_image-2000410380493,Si,2026-07-02T11:12:11
89990,s/info,53990,ZAPATILLAS HOMBRE TOMMY HILFIGER CASUALES NEGRO FM0FM05637BDS,https://simple.ripley.cl/zapatillas-hombre-tommy-hilfiger-casuales-negro-fm0fm05637bds-2000408442486,2026-07-02,Ripley,TOMMY HILFIGER,40,No,Ripley,2000408442486,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408442547/full_image-2000408442547,Si,2026-07-02T11:12:11
64990,s/info,38990,ZAPATILLAS HOMBRE PUMA CASUALES BLANCO RBD BREAK LOW,https://simple.ripley.cl/zapatillas-hombre-puma-casuales-blanco-rbd-break-low-2000407449639,2026-07-02,Ripley,PUMA,40,No,Ripley,2000407449639,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000407449691/full_image-2000407449691,Si,2026-07-02T11:12:11
29990,s/info,17990,ZAPATILLA HOMBRE NORTH STAR SCOTT AZUL MARINO,https://simple.ripley.cl/zapatilla-hombre-north-star-scott-azul-marino-MPM10002873271,2026-07-02,Ripley,NORTH STAR,40,No,BATA,MPM10002873271,https://rimage.ripley.cl/home.ripley/Attachment/MKP/1231/MPM10002873271/full_image-7,Si,2026-07-02T11:12:11
54990,s/info,32990,ZAPATILLAS HOMBRE ADIDAS RUNNING GRIS GALAXY 7,https://simple.ripley.cl/zapatillas-hombre-adidas-running-gris-galaxy-7-2000406406411,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000406406411,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000406406473/full_image-2000406406473,Si,2026-07-02T11:12:11
44990,s/info,26990,ZAPATILLAS HOMBRE PUMA CASUAL BLANCO SMASH 3.0,https://simple.ripley.cl/zapatillas-hombre-puma-casual-blanco-smash-30-2000410225299,2026-07-02,Ripley,PUMA,40,No,Ripley,2000410225299,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000410225374/full_image-2000410225374,Si,2026-07-02T11:12:11
29990,s/info,17990,ZAPATILLA HOMBRE NORTH STAR SCOTT NEGRO,https://simple.ripley.cl/zapatilla-hombre-north-star-scott-negro-MPM10002873279,2026-07-02,Ripley,NORTH STAR,40,No,BATA,MPM10002873279,https://rimage.ripley.cl/home.ripley/Attachment/MKP/1231/MPM10002873279/full_image-3,Si,2026-07-02T11:12:11
54990,s/info,32990,ZAPATILLAS HOMBRE ADIDAS HOOPS MID CLASSIC,https://simple.ripley.cl/zapatillas-hombre-adidas-hoops-mid-classic-2000409125821,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000409125821,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409125838/full_image-2000409125838,Si,2026-07-02T11:12:11
99990,s/info,59990,ZAPATILLAS HOMBRE ADIDAS RUNNING NEGRO SUPERNOVA STRIDE 2,https://simple.ripley.cl/zapatillas-hombre-adidas-running-negro-supernova-stride-2-2000406407784,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000406407784,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000406407944/full_image-2000406407944,Si,2026-07-02T11:12:11
89990,s/info,53990,ZAPATILLAS HOMBRE TOMMY HILFIGER CASUALES BLANCO FM0FM05637YBS,https://simple.ripley.cl/zapatillas-hombre-tommy-hilfiger-casuales-blanco-fm0fm05637ybs-2000408442554,2026-07-02,Ripley,TOMMY HILFIGER,40,No,Ripley,2000408442554,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408442561/full_image-2000408442561,Si,2026-07-02T11:12:11
57990,s/info,34990,ZAPATILLAS HOMBRE SKECHERS CASUAL AZUL MARINO EDGERIDE,https://simple.ripley.cl/zapatillas-hombre-skechers-casual-azul-marino-edgeride-2000401939389,2026-07-02,Ripley,SKECHERS,40,No,Ripley,2000401939389,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000401939440/full_image-2000401939440,Si,2026-07-02T11:12:11
84990,s/info,50990,ZAPATILLAS HOMBRE CALVIN KLEIN CASUALES NEGRO YM0YM013610GM,https://simple.ripley.cl/zapatillas-hombre-calvin-klein-casuales-negro-ym0ym013610gm-2000408448303,2026-07-02,Ripley,CALVIN KLEIN,40,No,Ripley,2000408448303,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408448310/full_image-2000408448310,Si,2026-07-02T11:12:11
89990,s/info,53990,ZAPATILLAS HOMBRE CALVIN KLEIN CASUALES NEGRO HM0HM01946BEH,https://simple.ripley.cl/zapatillas-hombre-calvin-klein-casuales-negro-hm0hm01946beh-2000408448723,2026-07-02,Ripley,CALVIN KLEIN,40,No,Ripley,2000408448723,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408448785/full_image-2000408448785,Si,2026-07-02T11:12:11
89990,s/info,53990,ZAPATILLAS HOMBRE TOMMY HILFIGER CASUALES BLANCO FM0FM05628YBS,https://simple.ripley.cl/zapatillas-hombre-tommy-hilfiger-casuales-blanco-fm0fm05628ybs-2000408441519,2026-07-02,Ripley,TOMMY HILFIGER,40,No,Ripley,2000408441519,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408441557/full_image-2000408441557,Si,2026-07-02T11:12:11
79990,s/info,47990,ZAPATILLAS HOMBRE ADIDAS RUNNING GRIS ULTRARUN 5,https://simple.ripley.cl/zapatillas-hombre-adidas-running-gris-ultrarun-5-2000409128112,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000409128112,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409128129/full_image-2000409128129,Si,2026-07-02T11:12:11
84990,s/info,50990,ZAPATILLAS HOMBRE TOMMY HILFIGER CASUALES BLANCO EM0EM01443YBR,https://simple.ripley.cl/zapatillas-hombre-tommy-hilfiger-casuales-blanco-em0em01443ybr-2000408440475,2026-07-02,Ripley,TOMMY HILFIGER,40,No,Ripley,2000408440475,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408440499/full_image-2000408440499,Si,2026-07-02T11:12:11
94990,s/info,56990,ZAPATILLAS HOMBRE CALVIN KLEIN CASUALES NEGRO YM0YM013440GJ,https://simple.ripley.cl/zapatillas-hombre-calvin-klein-casuales-negro-ym0ym013440gj-2000408447955,2026-07-02,Ripley,CALVIN KLEIN,40,No,Ripley,2000408447955,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408447962/full_image-2000408447962,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS BREAK START,https://simple.ripley.cl/zapatillas-hombre-adidas-break-start-2000409126255,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000409126255,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409126309/full_image-2000409126309,Si,2026-07-02T11:12:11
82990,s/info,49990,ZAPATILLAS HOMBRE NIKE ENTRENAMIENTO FLEX,https://simple.ripley.cl/zapatillas-hombre-nike-entrenamiento-flex-2000409571628,2026-07-02,Ripley,NIKE,40,No,Ripley,2000409571628,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409571840/full_image-2000409571840,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLA RUNNING HOMBRE UNDER ARMOUR PHADE RN 3 BLACK,https://simple.ripley.cl/zapatilla-running-hombre-under-armour-phade-rn-3-black-MPM10003129494,2026-07-02,Ripley,UNDER ARMOUR,40,No,INTERSPORT,MPM10003129494,https://rimage.ripley.cl/home.ripley/Attachment/MKP/5358/MPM10003129494/full_image-3,Si,2026-07-02T11:12:11
49990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS RUNNING NEGRO TRACEFINDER TERREX TRAIL,https://simple.ripley.cl/zapatillas-hombre-adidas-running-negro-tracefinder-terrex-trail-2000404503075,2026-07-02,Ripley,ADIDAS,40,No,Ripley,2000404503075,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000404503129/full_image-2000404503129,Si,2026-07-02T11:12:11
56990,s/info,34990,ZAPATILLAS HOMBRE NIKE RUNNING DEFY,https://simple.ripley.cl/zapatillas-hombre-nike-running-defy-2000409569878,2026-07-02,Ripley,NIKE,39,No,Ripley,2000409569878,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409569960/full_image-2000409569960,Si,2026-07-02T11:12:11
70990,s/info,42990,ZAPATILLAS HOMBRE PEPE JEANS BLANCO KENTON BASE,https://simple.ripley.cl/zapatillas-hombre-pepe-jeans-blanco-kenton-base-2000407140338,2026-07-02,Ripley,PEPE JEANS,39,No,Ripley,2000407140338,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000407140390/full_image-2000407140390,Si,2026-07-02T11:12:11
56990,s/info,34990,ZAPATILLAS HOMBRE UNDER ARMOUR RUNNING NEGRO CHARGED SURGE 4,https://simple.ripley.cl/zapatillas-hombre-under-armour-running-negro-charged-surge-4-2000399311914,2026-07-02,Ripley,UNDER ARMOUR,39,No,Ripley,2000399311914,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000399311976/full_image-2000399311976,Si,2026-07-02T11:12:11
39990,s/info,24990,Anzarun Lite Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80539027/anzarun-lite-zapatilla-urbana-hombre-negro-puma,2026-07-02,Falabella,PUMA,38,No,FALABELLA,80539027,https://media.falabella.com/falabellaCL/80539673_1/public,Si,2026-07-02T11:12:11
64990,"39, 39.5, 40, 41, 41.5, 42, 42.5, 43, 44",39990,Zapatilla Chuck Taylor All Star Malden Str Unisex N,https://www.falabella.com/falabella-cl/product/148579108/zapatilla-converse-chuck-taylor-all-star-malden-str-unisex-n,2026-07-02,Falabella,CONVERSE,38,No,Converse,148579108,https://media.falabella.com/falabellaCL/148579116_01/public,Si,2026-07-02T11:12:11
39990,s/info,24990,Zapatilla Urbana Hombre,https://www.falabella.com/falabella-cl/product/142784114/Zapatilla-Urbana-Hombre,2026-07-02,Falabella,VERAZZI,38,No,Verazzi,142784114,https://media.falabella.com/falabellaCL/142784119_01/public,Si,2026-07-02T11:12:11
39990,s/info,24990,Zapatilla Urbana Hombre,https://www.falabella.com/falabella-cl/product/142782870/Zapatilla-Urbana-Hombre,2026-07-02,Falabella,VERAZZI,38,No,Verazzi,142782870,https://media.falabella.com/falabellaCL/142782874_01/public,Si,2026-07-02T11:12:11
64990,s/info,39990,ZAPATILLAS HOMBRE NIKE RUNNING DOWNSHIFTER 14,https://simple.ripley.cl/zapatillas-hombre-nike-running-downshifter-14-2000409571390,2026-07-02,Ripley,NIKE,38,No,Ripley,2000409571390,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409571574/full_image-2000409571574,Si,2026-07-02T11:12:11
64990,s/info,39990,ZAPATILLAS HOMBRE ADIDAS ENTRENAMIENTO NEGRO RAPIDMOVE GO,https://simple.ripley.cl/zapatillas-hombre-adidas-entrenamiento-negro-rapidmove-go-2000411490382,2026-07-02,Ripley,ADIDAS,38,No,Ripley,2000411490382,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000411490436/full_image-2000411490436,Si,2026-07-02T11:12:11
64990,s/info,39990,ZAPATILLAS HOMBRE ADIDAS URBANO CAFÉ BREAK START MID WINTERIZED,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-cafe-break-start-mid-winterized-2000411490573,2026-07-02,Ripley,ADIDAS,38,No,Ripley,2000411490573,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000411490580/full_image-2000411490580,Si,2026-07-02T11:12:11
47990,s/info,29990,ZAPATILLAS HOMBRE ADIDAS RUNNING ROJO RUNBLAZE,https://simple.ripley.cl/zapatillas-hombre-adidas-running-rojo-runblaze-2000409128501,2026-07-02,Ripley,ADIDAS,38,No,Ripley,2000409128501,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409128556/full_image-2000409128556,Si,2026-07-02T11:12:11
64990,s/info,39990,ZAPATILLAS HOMBRE ADIDAS URBANO NEGRO BARREDA,https://simple.ripley.cl/zapatillas-hombre-adidas-urbano-negro-barreda-2000411522571,2026-07-02,Ripley,ADIDAS,38,No,Ripley,2000411522571,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000411522588/full_image-2000411522588,Si,2026-07-02T11:12:11
64990,s/info,39990,ZAPATILLAS HOMBRE VANS URBANO BRONCE OLD SKOOL,https://simple.ripley.cl/zapatillas-hombre-vans-urbano-bronce-old-skool-2000409567416,2026-07-02,Ripley,VANS,38,No,Ripley,2000409567416,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409567430/full_image-2000409567430,Si,2026-07-02T11:12:11
51990,s/info,32990,ZAPATILLA HOMBRE PANAL III NEGRO LIPPI,https://simple.ripley.cl/zapatilla-hombre-panal-iii-negro-lippi-MPM10003012598,2026-07-02,Ripley,LIPPI,37,No,LIPPI,MPM10003012598,https://rimage.ripley.cl/home.ripley/Attachment/MKP/818/MPM10003012598/full_image-2,Si,2026-07-02T11:12:11
89990,"39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43",57990,Zapatillas Metro Tek Blanco Hombre,https://www.falabella.com/falabella-cl/product/151165996/zapatillas-nike-metro-tek-blanco-hombre,2026-07-02,Falabella,NIKE,36,No,TIENDA OFICIAL NIKE,151165996,https://media.falabella.com/falabellaCL/151165999_01/public,Si,2026-07-02T11:12:11
64990,s/info,41990,ZAPATILLA HOMBRE GO RUN TRAIL ALTITUDE 2.0 OLIVA SKECHERS,https://simple.ripley.cl/zapatilla-hombre-go-run-trail-altitude-2-0-oliva-skechers-MPM10001751799,2026-07-02,Ripley,SKECHERS,35,No,SKECHERS,MPM10001751799,https://rimage.ripley.cl/home.ripley/Attachment/MKP/3036/MPM10001751799/full_image-9.jpeg,Si,2026-07-02T11:12:11
29990,s/info,19990,Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/883315513/Zapatilla-Urbana-Hombre-Negro-Diadora,2026-07-02,Falabella,DIADORA,33,No,FALABELLA,883315513,https://media.falabella.com/falabellaCL/883315516_1/public,Si,2026-07-02T11:12:11
29990,s/info,19990,Court8 Zapatilla Urbana Hombre Blanco,https://www.falabella.com/falabella-cl/product/883315527/Court8-Zapatilla-Urbana-Hombre-Blanco-Diadora,2026-07-02,Falabella,DIADORA,33,No,FALABELLA,883315527,https://media.falabella.com/falabellaCL/883315530_1/public,Si,2026-07-02T11:12:11
29990,s/info,19990,Court8 Zapatilla Urbana Hombre Camel,https://www.falabella.com/falabella-cl/product/883315476/Court8-Zapatilla-Urbana-Hombre-Camel-Diadora,2026-07-02,Falabella,DIADORA,33,No,FALABELLA,883315476,https://media.falabella.com/falabellaCL/883315482_1/public,Si,2026-07-02T11:12:11
29990,s/info,19990,Court8 Zapatilla Urbana Hombre Café,https://www.falabella.com/falabella-cl/product/883643413/Court8-Zapatilla-Urbana-Hombre-Caf%C3%A9-Diadora,2026-07-02,Falabella,DIADORA,33,No,FALABELLA,883643413,https://media.falabella.com/falabellaCL/883643414_1/public,Si,2026-07-02T11:12:11
66990,s/info,44990,Zapatilla Hombre Outdoor Negro,https://www.falabella.com/falabella-cl/product/146231031/Zapatilla-Hombre-Outdoor-Negro,2026-07-02,Falabella,PJACK,33,No,Gino S.A,146231031,https://media.falabella.com/falabellaCL/146231430_01/public,Si,2026-07-02T11:12:11
59990,s/info,39990,Zapatilla Hombre Running Negro,https://www.falabella.com/falabella-cl/product/146245192/Zapatilla-Hombre-Running-Negro,2026-07-02,Falabella,PJACK,33,No,Gino S.A,146245192,https://media.falabella.com/falabellaCL/146245292_01/public,Si,2026-07-02T11:12:11
29990,s/info,19990,Court8 Zapatilla Urbana Hombre Azul,https://www.falabella.com/falabella-cl/product/883643473/Court8-Zapatilla-Urbana-Hombre-Azul-Diadora,2026-07-02,Falabella,DIADORA,33,No,FALABELLA,883643473,https://media.falabella.com/falabellaCL/883643479_1/public,Si,2026-07-02T11:12:11
44990,s/info,29990,Zapatilla Hombre Casual Beige,https://www.falabella.com/falabella-cl/product/146199149/Zapatilla-Hombre-Casual-Beige,2026-07-02,Falabella,16 HRS,33,No,Gino S.A,146199149,https://media.falabella.com/falabellaCL/146199153_01/public,Si,2026-07-02T11:12:11
59990,s/info,39990,ZAPATILLAS HOMBRE ADIDAS URBANA GRIS GRAND COURT BASE,https://simple.ripley.cl/zapatillas-hombre-adidas-urbana-gris-grand-court-base-2000410107472,2026-07-02,Ripley,ADIDAS,33,No,Ripley,2000410107472,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000410146280/full_image-2000410146280,Si,2026-07-02T11:12:11
59990,s/info,39990,ZAPATILLAS HOMBRE ADIDAS ENTRENAMIENTO NEGRO DROPSET BASE,https://simple.ripley.cl/zapatillas-hombre-adidas-entrenamiento-negro-dropset-base-2000406663395,2026-07-02,Ripley,ADIDAS,33,No,Ripley,2000406663395,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000406663463/full_image-2000406663463,Si,2026-07-02T11:12:11
59990,s/info,39990,BOTIN WATERPROOF HOMBRE PANAMA JACK - H634 | MARRON,https://simple.ripley.cl/botin-waterproof-hombre-panama-jack-h634-marron-MPM10000186166,2026-07-02,Ripley,PANAMA JACK,33,No,GINO S.A,MPM10000186166,https://rimage.ripley.cl/home.ripley/Attachment/MKP/4528/MPM10000186166/full_image-5,Si,2026-07-02T11:12:11
59990,s/info,39990,ZAPATILLA OUTDOOR HOMBRE PANAMA JACK - PJH0028 | MARRON,https://simple.ripley.cl/zapatilla-outdoor-hombre-panama-jack-pjh0028-marron-MPM10002933462,2026-07-02,Ripley,PANAMA JACK,33,No,GINO S.A,MPM10002933462,https://rimage.ripley.cl/home.ripley/Attachment/MKP/4528/MPM10002933462/full_image-1,Si,2026-07-02T11:12:11
77990,s/info,51990,ZAPATILLA HOMBRE 4RIVER NEGRO / VERDE LIPPI V26,https://simple.ripley.cl/zapatilla-hombre-4river-negro-verde-lippi-v26-MPM10003096520,2026-07-02,Ripley,LIPPI,33,No,LIPPI,MPM10003096520,https://rimage.ripley.cl/home.ripley/Attachment/MKP/818/MPM10003096520/full_image-3,Si,2026-07-02T11:12:11
29990,s/info,19990,ZAPATILLA DE BABY FÙTBOL HOMBRE AZUL,https://simple.ripley.cl/zapatilla-de-baby-futbol-hombre-azul-MPM10002711969,2026-07-02,Ripley,VINNYS OUTLET,33,No,VINNYS OUTLET,MPM10002711969,https://rimage.ripley.cl/home.ripley/Attachment/MKP/300/MPM10002711969/full_image-2.jpeg,Si,2026-07-02T11:12:11
44990,s/info,29990,ZAPATILLAS HOMBRE SKECHERS CASUAL NEGRO CLAREMONT,https://simple.ripley.cl/zapatillas-hombre-skechers-casual-negro-claremont-2000409307319,2026-07-02,Ripley,SKECHERS,33,No,Ripley,2000409307319,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000409307371/full_image-2000409307371,Si,2026-07-02T11:12:11
59990,"39.5, 40, 42.5, 43.5",40990,Zapatillas Urbana Hombre Cc Park Vulc Negro,https://www.falabella.com/falabella-cl/product/150698387/zapatillas-urbana-hombre-puma-cc-park-vulc-negro,2026-07-02,Falabella,PUMA,32,No,Blockstore.,150698387,https://media.falabella.com/falabellaCL/150698389_01/public,Si,2026-07-02T11:12:11
24990,s/info,16990,Rocho Zapatilla Running Hombre Negro,https://www.falabella.com/falabella-cl/product/883642007/Rocho-Zapatilla-Running-Hombre-Negro-Fratta,2026-07-02,Falabella,FRATTA,32,No,FALABELLA,883642007,https://media.falabella.com/falabellaCL/883642011_1/public,Si,2026-07-02T11:12:11
34990,s/info,23990,Court Advance Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80728595/court-advance-zapatilla-urbana-hombre-negro-reebok,2026-07-02,Falabella,REEBOK,31,No,FALABELLA,80728595,https://media.falabella.com/falabellaCL/80728613_1/public,Si,2026-07-02T11:12:11
84990,s/info,58990,Zapatilla Urbana Hombre Cuero Negro,https://www.falabella.com/falabella-cl/product/883770432/zapatilla-urbana-hombre-cuero-negro-calvin-klein,2026-07-02,Falabella,CALVIN KLEIN,31,No,FALABELLA,883770432,https://media.falabella.com/falabellaCL/883770435_1/public,Si,2026-07-02T11:12:11
84990,s/info,58990,Zapatilla Urbana Hombre Cuero Blanco,https://www.falabella.com/falabella-cl/product/883770390/zapatilla-urbana-hombre-cuero-blanco-calvin-klein,2026-07-02,Falabella,CALVIN KLEIN,31,No,FALABELLA,883770390,https://media.falabella.com/falabellaCL/883770396_1/public,Si,2026-07-02T11:12:11
116990,s/info,80990,Air Max Fire Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/80739841/air-max-fire-zapatilla-urbana-hombre-negro-nike,2026-07-02,Falabella,NIKE,31,No,FALABELLA,80739841,https://media.falabella.com/falabellaCL/80739935_1/public,Si,2026-07-02T11:12:11
54990,s/info,37990,Caven III Zapatilla Urbana Hombre Cuero Negro,https://www.falabella.com/falabella-cl/product/80674709/Caven-III-Zapatilla-Urbana-Hombre-Cuero-Negro-Puma,2026-07-02,Falabella,PUMA,31,No,FALABELLA,80674709,https://media.falabella.com/falabellaCL/80675015_1/public,Si,2026-07-02T11:12:11
84990,s/info,58990,Zapatilla Urbana Hombre Cuero Blanco,https://www.falabella.com/falabella-cl/product/883770376/zapatilla-urbana-hombre-cuero-blanco-tommy-hilfiger,2026-07-02,Falabella,TOMMY HILFIGER,31,No,FALABELLA,883770376,https://media.falabella.com/falabellaCL/883770378_1/public,Si,2026-07-02T11:12:11
64990,s/info,44990,Zapatilla Urbana Hombre Verde,https://www.falabella.com/falabella-cl/product/80065159/Skechers-Zapatilla-urbana-hombre-verde,2026-07-02,Falabella,SKECHERS,31,No,FALABELLA,80065159,https://media.falabella.com/falabellaCL/80065205_1/public,Si,2026-07-02T11:12:11
74990,s/info,51990,Court Vision Lo Zapatilla Urbana Hombre Cuero Blanco,https://www.falabella.com/falabella-cl/product/80681061/court-vision-lo-zapatilla-urbana-hombre-cuero-blanco-nike,2026-07-02,Falabella,NIKE,31,No,FALABELLA,80681061,https://media.falabella.com/falabellaCL/80681890_1/public,Si,2026-07-02T11:12:11
74990,s/info,51990,Zapatilla Urbana Hombre Negro,https://www.falabella.com/falabella-cl/product/883770425/zapatilla-urbana-hombre-negro-calvin-klein,2026-07-02,Falabella,CALVIN KLEIN,31,No,FALABELLA,883770425,https://media.falabella.com/falabellaCL/883770428_1/public,Si,2026-07-02T11:12:11
64990,s/info,44990,ZAPATILLAS HOMBRE PUMA CASUALES VERDE PARK LIFESTYLE SK8,https://simple.ripley.cl/zapatillas-hombre-puma-casuales-verde-park-lifestyle-sk8-2000408998815,2026-07-02,Ripley,PUMA,31,No,Ripley,2000408998815,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000408998846/full_image-2000408998846,Si,2026-07-02T11:12:11
64990,s/info,44990,BOTIN WATERPROOF HOMBRE PANAMA JACK - L744 | NEGRO,https://simple.ripley.cl/botin-waterproof-hombre-panama-jack-l744-negro-MPM10002136311,2026-07-02,Ripley,PANAMA JACK,31,No,GINO S.A,MPM10002136311,https://rimage.ripley.cl/home.ripley/Attachment/MKP/4528/MPM10002136311/full_image-5,Si,2026-07-02T11:12:11
79990,s/info,54990,ZAPATILLAS HOMBRE LIPPI TREKKING Y MONTAÑISMO AZUL MARINO VULCANO IRON STONE B-DRY,https://simple.ripley.cl/zapatillas-hombre-lippi-trekking-y-montanismo-azul-marino-vulcano-iron-stone-b-dry-2000400636364,2026-07-02,Ripley,LIPPI,31,No,Ripley,2000400636364,https://home.ripley.cl/store/Attachment/WOP/D317/2000400636371/2000400636371_2.jpg,Si,2026-07-02T11:12:11
79990,s/info,54990,ZAPATILLAS HOMBRE ADIDAS URBANAS NEGRO GRAND COURT ALPHA,https://simple.ripley.cl/zapatillas-hombre-adidas-urbanas-negro-grand-court-alpha-2000404507479,2026-07-02,Ripley,ADIDAS,31,No,Ripley,2000404507479,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000404507578/full_image-2000404507578,Si,2026-07-02T11:12:11
64990,s/info,44990,ZAPATILLAS HOMBRE NIKE RUNNING DOWNSHIFTER 14,https://simple.ripley.cl/zapatillas-hombre-nike-running-downshifter-14-2000410498396,2026-07-02,Ripley,NIKE,31,No,Ripley,2000410498396,https://rimage.ripley.cl/home.ripley/Attachment/WOP/1/2000410498525/full_image-2000410498525,Si,2026-07-02T11:12:11
